0	1.0000000000	0.0020000000
1	0.9996046986	0.0020585007
2	0.9984194195	0.0022338634
3	0.9964460369	0.0025256691
4	0.9936876710	0.0029332178
5	0.9901486834	0.0034555260
6	0.9858346700	0.0040913236
7	0.9807524522	0.0048390486
8	0.9749100659	0.0056968380
9	0.9683167491	0.0066625215
10	0.9609829274	0.0077336095
11	0.9529201968	0.0089072807
12	0.9441413064	0.0101803689
13	0.9346601372	0.0115493388
14	0.9244916810	0.0130102701
15	0.9136520163	0.0145588380
16	0.9021582826	0.0161902895
17	0.8900286541	0.0178994227
18	0.8772823101	0.0196805684
19	0.8639394052	0.0215275563
20	0.8500210373	0.0234337145
21	0.8355492142	0.0253918526
22	0.8205468188	0.0273942557
23	0.8050375730	0.0294326874
24	0.7890460001	0.0314983968
25	0.7725973861	0.0335821400
26	0.7557177396	0.0356742145
27	0.7384337507	0.0377645003
28	0.7207727491	0.0398425141
29	0.7027626604	0.0418974693
30	0.6844319623	0.0439183710
31	0.6658096393	0.0458940971
32	0.6469251372	0.0478134949
33	0.6278083162	0.0496654898
34	0.6084894041	0.0514391943
35	0.5889989478	0.0531240102
36	0.5693677660	0.0547097989
37	0.5496268995	0.0561869388
38	0.5298075626	0.0575464493
39	0.5099410938	0.0587800901
40	0.4900589062	0.0598804291
41	0.4701924374	0.0608409497
42	0.4503731005	0.0616561088
43	0.4306322340	0.0623213374
44	0.4110010522	0.0628330747
45	0.3915105959	0.0631887659
46	0.3721916838	0.0633868101
47	0.3530748628	0.0634266054
48	0.3341903607	0.0633084114
49	0.3155680377	0.0630332918
50	0.2972373396	0.0626030326
51	0.2792272509	0.0620200414
52	0.2615662493	0.0612872453
53	0.2442822604	0.0604080304
54	0.2274026139	0.0593860844
55	0.2109539999	0.0582253259
56	0.1949624270	0.0569298192
57	0.1794531812	0.0555036932
58	0.1644507858	0.0539511073
59	0.1499789627	0.0522762020
60	0.1360605948	0.0504830643
61	0.1227176899	0.0485757320
62	0.1099713459	0.0465582045
63	0.0978417174	0.0444344520
64	0.0863479837	0.0422085097
65	0.0755083190	0.0398844819
66	0.0653398628	0.0374666134
67	0.0558586936	0.0349593532
68	0.0470798032	0.0323674066
69	0.0390170726	0.0296957931
70	0.0316832509	0.0269499481
71	0.0250899341	0.0241356986
72	0.0192475478	0.0212593118
73	0.0141653300	0.0183275060
74	0.0098513166	0.0153473946
75	0.0063123290	0.0123265608
76	0.0035539631	0.0092729854
77	0.0015805805	0.0061949485
78	0.0003953014	0.0031009867
79	0.0000000000	0.0000130260
80	0.0003953014	-0.0010943413
81	0.0015805805	-0.0021866833
82	0.0035539631	-0.0032745584
83	0.0063123290	-0.0043549732
84	0.0098513166	-0.0054249645
85	0.0141653300	-0.0064816871
86	0.0192475478	-0.0075223123
87	0.0250899341	-0.0085439510
88	0.0316832509	-0.0095439646
89	0.0390170726	-0.0105198471
90	0.0470798032	-0.0114692538
91	0.0558586936	-0.0123901050
92	0.0653398628	-0.0132804058
93	0.0755083190	-0.0141384285
94	0.0863479837	-0.0149627395
95	0.0978417174	-0.0157521809
96	0.1099713459	-0.0165058868
97	0.1227176899	-0.0172233420
98	0.1360605948	-0.0179041597
99	0.1499789627	-0.0185482980
100	0.1644507858	-0.0191559544
101	0.1794531812	-0.0197275306
102	0.1949624270	-0.0202636271
103	0.2109539999	-0.0207649376
104	0.2274026139	-0.0212321705
105	0.2442822604	-0.0216660884
106	0.2615662493	-0.0220674099
107	0.2792272509	-0.0224367558
108	0.2972373396	-0.0227746525
109	0.3155680377	-0.0230813375
110	0.3341903607	-0.0233568451
111	0.3530748628	-0.0236009679
112	0.3721916838	-0.0238132240
113	0.3915105959	-0.0239928608
114	0.4110010522	-0.0241388816
115	0.4306322340	-0.0242499470
116	0.4503731005	-0.0243245447
117	0.4701924374	-0.0243609788
118	0.4900589062	-0.0243574196
119	0.5099410938	-0.0243119779
120	0.5298075626	-0.0242227266
121	0.5496268995	-0.0240877783
122	0.5693677660	-0.0239053856
123	0.5889989478	-0.0236739903
124	0.6084894041	-0.0233922879
125	0.6278083162	-0.0230592996
126	0.6469251372	-0.0226743944
127	0.6658096393	-0.0222373754
128	0.6844319623	-0.0217485101
129	0.7027626604	-0.0212085608
130	0.7207727491	-0.0206188092
131	0.7384337507	-0.0199810661
132	0.7557177396	-0.0192976919
133	0.7725973861	-0.0185715837
134	0.7890460001	-0.0178061677
135	0.8050375730	-0.0170053792
136	0.8205468188	-0.0161736314
137	0.8355492142	-0.0153157999
138	0.8500210373	-0.0144371822
139	0.8639394052	-0.0135434432
140	0.8772823101	-0.0126405731
141	0.8900286541	-0.0117348340
142	0.9021582826	-0.0108326928
143	0.9136520163	-0.0099407976
144	0.9244916810	-0.0090658780
145	0.9346601372	-0.0082146887
146	0.9441413064	-0.0073939414
147	0.9529201968	-0.0066102331
148	0.9609829274	-0.0058699763
149	0.9683167491	-0.0051793374
150	0.9749100659	-0.0045441495
151	0.9807524522	-0.0039698498
152	0.9858346700	-0.0034614132
153	0.9901486834	-0.0030232905
154	0.9936876710	-0.0026593549
155	0.9964460369	-0.0023728480
156	0.9984194195	-0.0021663361
157	0.9996046986	-0.0020416784
158	1.0000000000	-0.0020000000
