0	1.0000000000	0.0020000000
1	0.9996046986	0.0020268515
2	0.9984194195	0.0021070174
3	0.9964460369	0.0022393351
4	0.9936876710	0.0024218830
5	0.9901486834	0.0026520012
6	0.9858346700	0.0029263212
7	0.9807524522	0.0032408090
8	0.9749100659	0.0035908212
9	0.9683167491	0.0039711642
10	0.9609829274	0.0043761686
11	0.9529201968	0.0047997790
12	0.9441413064	0.0052356418
13	0.9346601372	0.0056772377
14	0.9244916810	0.0061179922
15	0.9136520163	0.0065514030
16	0.9021582826	0.0069711822
17	0.8900286541	0.0073714000
18	0.8772823101	0.0077466221
19	0.8639394052	0.0080921024
20	0.8500210373	0.0084038813
21	0.8355492142	0.0086789392
22	0.8205468188	0.0089153255
23	0.8050375730	0.0091122676
24	0.7890460001	0.0092702764
25	0.7725973861	0.0093912105
26	0.7557177396	0.0094783148
27	0.7384337507	0.0095362421
28	0.7207727491	0.0095710365
29	0.7027626604	0.0095901152
30	0.6844319623	0.0226906131
31	0.6658096393	0.0235196226
32	0.6469251372	0.0243463734
33	0.6278083162	0.0251744158
34	0.6084894041	0.0260076247
35	0.5889989478	0.0268500927
36	0.5693677660	0.0277058414
37	0.5496268995	0.0285787889
38	0.5298075626	0.0294725292
39	0.5099410938	0.0303901467
40	0.4900589062	0.0313340784
41	0.4701924374	0.0323058406
42	0.4503731005	0.0333058387
43	0.4306322340	0.0343332946
44	0.4110010522	0.0353860494
45	0.3915105959	0.0364604302
46	0.3721916838	0.0375512274
47	0.3530748628	0.0386513613
48	0.3341903607	0.0397520585
49	0.3155680377	0.0408427971
50	0.2972373396	0.0238513009
51	0.2792272509	0.0255623427
52	0.2615662493	0.0273014400
53	0.2442822604	0.0290431388
54	0.2274026139	0.0307598465
55	0.2109539999	0.0324221060
56	0.1949624270	0.0339990560
57	0.1794531812	0.0354589753
58	0.1644507858	0.0367697683
59	0.1499789627	0.0378996480
60	0.1360605948	0.0388177855
61	0.1227176899	0.0394949349
62	0.1099713459	0.0399040796
63	0.0978417174	0.0400209764
64	0.0863479837	0.0398249743
65	0.0755083190	0.0392994009
66	0.0653398628	0.0384320812
67	0.0558586936	0.0372157557
68	0.0470798032	0.0356483490
69	0.0390170726	0.0337332018
70	0.0316832509	0.0314794471
71	0.0250899341	0.0289016678
72	0.0192475478	0.0260198977
73	0.0141653300	0.0228593840
74	0.0098513166	0.0194500494
75	0.0063123290	0.0158264281
76	0.0035539631	0.0120269255
77	0.0015805805	0.0080930275
78	0.0003953014	0.0040686709
79	0.0000000000	0.0000130750
80	0.0003953014	-0.0010943413
81	0.0015805805	-0.0021866833
82	0.0035539631	-0.0032745584
83	0.0063123290	-0.0043549732
84	0.0098513166	-0.0054249645
85	0.0141653300	-0.0064816871
86	0.0192475478	-0.0075223123
87	0.0250899341	-0.0085439510
88	0.0316832509	-0.0095439646
89	0.0390170726	-0.0105198471
90	0.0470798032	-0.0114692538
91	0.0558586936	-0.0123901050
92	0.0653398628	-0.0132804058
93	0.0755083190	-0.0141384285
94	0.0863479837	-0.0149627395
95	0.0978417174	-0.0157521809
96	0.1099713459	-0.0165058868
97	0.1227176899	-0.0172233420
98	0.1360605948	-0.0179041597
99	0.1499789627	-0.0185482980
100	0.1644507858	-0.0191559544
101	0.1794531812	-0.0197275306
102	0.1949624270	-0.0202636271
103	0.2109539999	-0.0207649376
104	0.2274026139	-0.0212321705
105	0.2442822604	-0.0216660884
106	0.2615662493	-0.0220674099
107	0.2792272509	-0.0224367558
108	0.2972373396	-0.0227746525
109	0.3155680377	-0.0230813375
110	0.3341903607	-0.0233568451
111	0.3530748628	-0.0236009679
112	0.3721916838	-0.0238132240
113	0.3915105959	-0.0239928608
114	0.4110010522	-0.0241388816
115	0.4306322340	-0.0242499470
116	0.4503731005	-0.0243245447
117	0.4701924374	-0.0243609788
118	0.4900589062	-0.0243574196
119	0.5099410938	-0.0243119779
120	0.5298075626	-0.0242227266
121	0.5496268995	-0.0240877783
122	0.5693677660	-0.0239053856
123	0.5889989478	-0.0236739903
124	0.6084894041	-0.0233922879
125	0.6278083162	-0.0230592996
126	0.6469251372	-0.0226743944
127	0.6658096393	-0.0222373754
128	0.6844319623	-0.0217485101
129	0.7027626604	-0.0212085608
130	0.7207727491	-0.0206188092
131	0.7384337507	-0.0199810661
132	0.7557177396	-0.0192976919
133	0.7725973861	-0.0185715837
134	0.7890460001	-0.0178061677
135	0.8050375730	-0.0170053792
136	0.8205468188	-0.0161736314
137	0.8355492142	-0.0153157999
138	0.8500210373	-0.0144371822
139	0.8639394052	-0.0135434432
140	0.8772823101	-0.0126405731
141	0.8900286541	-0.0117348340
142	0.9021582826	-0.0108326928
143	0.9136520163	-0.0099407976
144	0.9244916810	-0.0090658780
145	0.9346601372	-0.0082146887
146	0.9441413064	-0.0073939414
147	0.9529201968	-0.0066102331
148	0.9609829274	-0.0058699763
149	0.9683167491	-0.0051793374
150	0.9749100659	-0.0045441495
151	0.9807524522	-0.0039698498
152	0.9858346700	-0.0034614132
153	0.9901486834	-0.0030232905
154	0.9936876710	-0.0026593549
155	0.9964460369	-0.0023728480
156	0.9984194195	-0.0021663361
157	0.9996046986	-0.0020416784
158	1.0000000000	-0.0020000000
